Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Ph,Moisture,Soil_Type,Crop_Type,fertilizer
14.58,32.42,20.01,27.5,68.8,6.96,26.3,Loam,Pigeonpea,20-20-0
72.54,36.31,50.65,23.4,67.8,6.25,25,Sandy Loam,Brinjal,15-15-15
75.46,25.78,120.79,20.3,71.9,7.72,11.4,Sandy,Banana,15-15-15
70.5,30.67,45.04,29.6,57.2,6.05,29.7,Loam,Chilli,14-35-14
10.23,22.69,14.61,28.6,71.3,7.3,10.8,Sandy,Pigeonpea,20-20-0
129.88,39.2,104.6,15.6,77,6.37,37.1,Clay Loam,Cabbage,15-15-15
41.68,22.79,21.89,16.2,54.4,6.97,12.1,Sandy,Barley,20-20-0
112.1,41.03,84.89,27.2,79.4,6.82,32.8,Silt Loam,Mango,15-15-15
136.94,50.95,58.89,29.2,84.9,6.37,25.5,Loam,Sugarcane,15-15-15
120.19,35.72,61.17,27.2,79.4,6.31,44.8,Clay,Cotton,15-15-15
25.61,16.9,10.59,25.3,69.7,7.19,14.6,Sandy,Sesame,20-20-0
22.17,56.92,61.77,25.8,63.8,6.52,36.4,Clay,Soybean,Urea
54.29,30.3,27.17,26,80.5,6.53,46.8,Clay,Jute,Muriate of Potash
73.45,41.37,75.4,25.9,63.8,6.52,28,Silt Loam,Brinjal,15-15-15
140.07,59.26,64.09,31.7,68.7,6.55,21.4,Sandy Loam,Sugarcane,15-15-15
110.9,68.43,72.21,25.6,63.4,5.61,39.5,Clay,Maize,15-15-15
50.55,23.56,29.07,33.9,62.2,7.07,13.2,Loamy Sand,Okra,12-32-16
32.75,26.68,20.25,12.5,61.7,6.3,12.1,Loamy Sand,Barley,Muriate of Potash
127.47,64.73,51.42,25.8,78.4,6.37,26.7,Silt Loam,Maize,15-15-15
56.5,26.09,33.73,29.1,61.5,7.85,14.6,Sandy,Mango,15-15-15
104.34,34.54,74.16,24,73.5,5.97,33.3,Clay Loam,Brinjal,15-15-15
106.19,48.98,76.25,30.5,78,6.67,33.8,Silt Loam,Sugarcane,15-15-15
81.06,45.41,43.27,29.5,60.3,6.06,26.2,Silt Loam,Cotton,15-15-15
16.95,42.05,17.76,32.8,77.4,6.08,35.1,Clay Loam,Black Gram,19-19-19
101.95,41.72,36.55,20.3,67.5,6.41,28.1,Silt Loam,Maize,15-15-15
83.41,57.7,42.64,24.3,61.1,6.68,21.7,Loam,Wheat,15-15-15
50.49,23.62,21.75,16.7,55.7,6.99,27.5,Silt Loam,Barley,12-32-16
128.14,68.97,105.21,17.8,76.3,6.51,41.1,Clay,Cabbage,15-15-15
115.93,47.32,99.42,20.2,72.8,6.63,31.8,Clay Loam,Tomato,15-15-15
125.75,49.53,103.75,18.6,81.5,6.86,36,Clay Loam,Cabbage,15-15-15
149.58,60.98,107.53,18.9,71.8,6.89,36.8,Clay Loam,Cabbage,15-15-15
41.87,20.59,26.63,34.6,55.1,6.86,27.7,Loam,Sesame,20-20-0
74.48,24.51,63.38,21.3,70,6.82,25,Sandy Loam,Citrus,Single Super Phosphate
59.38,42.72,53,29.2,65.4,6.74,21,Loam,Chilli,17-17-17
71.2,26.57,72.15,25.4,70.5,6.81,19.8,Sandy Loam,Citrus,15-15-15
79.56,31.64,24.75,17.2,61.6,6.27,32.6,Clay Loam,Barley,Muriate of Potash
73.75,31.99,65.98,28.1,69.5,6.22,27.5,Silt Loam,Brinjal,15-15-15
24.51,53.9,20.73,30.5,74.8,6.96,39.9,Clay Loam,Pigeonpea,19-19-19
123.43,43.35,56.33,28.2,64.8,6.06,32,Silt Loam,Mango,15-15-15
65.74,27.57,30.2,34.3,84.6,6.5,30.9,Silt Loam,Jute,15-15-15
78.33,30.49,73.83,26.9,66.6,6.41,28.7,Silt Loam,Brinjal,15-15-15
68.01,27.44,34.66,28.2,61.6,6.3,22.5,Sandy Loam,Sorghum,15-15-15
52.05,37.78,38.88,26.3,69.4,6.52,16.9,Sandy Loam,Chilli,17-17-17
12.75,35.72,16.33,21.5,65.7,6.48,16.1,Loamy Sand,Lentil,19-19-19
144.15,41.48,261.89,29.8,77.4,6.69,42.2,Clay,Banana,15-15-15
61.64,32,33.74,26.7,67.9,6.18,25.1,Loam,Sunflower,DAP
62.47,40.02,26.88,31.6,78,6.97,22.2,Loam,Cotton,Muriate of Potash
120.56,36.23,68.29,31.2,63,6.9,42.9,Clay,Brinjal,15-15-15
62.08,28.66,27.82,27.4,79.7,6.48,15.9,Sandy Loam,Rice,Muriate of Potash
35.82,17.6,18.61,32.7,50.4,7.22,10.9,Sandy,Sorghum,20-20-0
38.79,25.84,49.28,26,61.1,6.61,11.2,Sandy,Grapes,28-28-0
106.98,62.37,120.18,15.1,70,6.38,39.4,Clay,Potato,15-15-15
39.99,18.31,29.98,33.3,74.5,6.69,12.7,Sandy,Okra,DAP
88.26,25.4,45.44,29.7,69.2,6.63,14.1,Loamy Sand,Mango,15-15-15
28.98,45.21,17.24,29.5,63.6,5.71,40.9,Clay,Pigeonpea,19-19-19
30.59,10.93,14.11,26.6,63.8,6.62,11.8,Sandy,Sesame,20-20-0
152.4,67.15,36.47,15.9,64.6,5.82,41.7,Clay,Wheat,15-15-15
104.89,46.51,46.83,31.2,64.9,6.04,40,Clay Loam,Sorghum,15-15-15
113.83,39.12,55.24,17.8,75.3,6.58,25.6,Loam,Cabbage,15-15-15
85.94,37.17,47.12,24.7,55.1,5.6,36.5,Clay Loam,Mustard,DAP
58.52,25.18,24.2,19.7,65.2,7.22,13.2,Sandy,Mustard,Muriate of Potash
118.5,46.69,145.87,17,52,6.32,44.8,Clay,Grapes,15-15-15
86.53,33.29,70.04,30.6,71.1,6.07,39.9,Clay Loam,Brinjal,15-15-15
114.16,52.89,93.14,28.2,60.4,6.05,45.2,Clay,Chilli,15-15-15
116.38,40.76,43.08,24.7,76.8,6.76,21.2,Loam,Maize,15-15-15
63.01,27.13,32.13,33,68.1,6.09,35.6,Clay Loam,Sorghum,15-15-15
61.04,29.95,17.62,27.5,71,6.62,22.1,Sandy Loam,Jute,Muriate of Potash
71.54,37.5,77.77,30,78.1,6.39,28.4,Loam,Citrus,15-15-15
88.41,40.3,54.86,25.6,76.3,6.5,29.1,Loam,Mango,15-15-15
97.69,60.28,125.88,24.9,74.7,6.28,35.4,Clay Loam,Potato,15-15-15
72.77,51.05,55.3,21,69.3,6.77,40.8,Clay,Sunflower,15-15-15
101.85,46.59,31.3,22,50.7,5.67,37.8,Clay Loam,Mustard,15-15-15
116.1,46.16,101.17,30.9,68.4,5.67,38.4,Clay Loam,Citrus,15-15-15
105.34,57.71,75.37,27.1,82.2,6.27,20.1,Loam,Sugarcane,15-15-15
111.93,38.39,43.67,29,77.9,5.61,35.7,Clay Loam,Cotton,15-15-15
155.14,35.82,148.47,26.2,75.3,6.6,22.4,Sandy Loam,Banana,15-15-15
68.4,33.9,37.49,29,74.1,7.46,11.7,Sandy,Maize,Urea
17.03,43.62,17.5,30.8,72.9,6.29,30.4,Clay Loam,Green Gram,19-19-19
12.29,28.52,20.7,20.4,55.8,6.05,21.4,Sandy Loam,Lentil,20-20-0
48.32,45.06,113.31,22.3,69.7,6.19,40.2,Clay,Tobacco,15-15-15
68.9,34.17,68.89,25.6,77.2,6.22,21,Loam,Citrus,15-15-15
56.3,26.07,26.77,17.2,57.2,6.39,12.7,Loamy Sand,Wheat,Muriate of Potash
53.28,25.48,24.79,31.6,72.2,6.53,19,Sandy Loam,Okra,Muriate of Potash
53.23,28.9,19.36,29.3,64,5.68,34.1,Clay Loam,Sesame,Muriate of Potash
19.69,51.31,18.94,27.2,70.3,6.65,29.6,Silt Loam,Green Gram,19-19-19
91.19,48.71,91.55,20,63.8,6.64,40.1,Clay,Onion,15-15-15
25.68,66.78,48.03,25.3,75.4,6.34,43.9,Clay,Soybean,Urea
43.43,31.07,19.61,25.3,74.4,6.58,14.5,Loamy Sand,Rice,Muriate of Potash
77.05,55.97,105.13,23,76.4,6.86,20,Loam,Potato,15-15-15
16.94,67.7,20.18,23.8,57.6,6.77,36.5,Clay,Chickpea,19-19-19
77.33,21.4,38.39,25.2,86.8,6.96,34.9,Silt Loam,Jute,Single Super Phosphate
117.14,37.12,45.85,25.1,77.9,6.55,36.3,Clay,Rice,15-15-15
129.72,58.76,114.99,29.2,60.8,6.27,39.9,Clay,Citrus,15-15-15
20.14,66.3,41.27,28.9,67.4,6.51,36.4,Clay,Groundnut,Urea
45.9,29.68,76.63,22.3,79.9,7.21,8.4,Sandy,Potato,20-20-0
52.86,36.33,41.18,19,54.4,5.97,30.3,Clay Loam,Barley,17-17-17
23.49,49.95,15.55,33.2,74.8,5.71,33.5,Clay Loam,Pigeonpea,19-19-19
31.92,15.38,15.05,32.8,53.1,6.17,23.3,Sandy Loam,Sesame,20-20-0
106.28,39.5,83.31,27.2,79.4,6.22,27.1,Silt Loam,Citrus,15-15-15
78.83,37.06,27.6,28.6,73.6,6,49.3,Clay,Jute,Muriate of Potash
39.45,20.86,17.3,32.1,59.4,7.49,17.9,Loamy Sand,Sorghum,20-20-0
106.45,40.42,60.93,26.4,71.1,6.45,21.8,Loam,Citrus,15-15-15
43.43,21.18,100.01,26.9,73.8,6.57,31.9,Silt Loam,Tobacco,Single Super Phosphate
59.59,36.08,43.95,30.5,72.9,6.9,15.1,Sandy Loam,Brinjal,17-17-17
47.12,17.15,44.51,22.6,69.8,7.29,10.4,Sandy,Citrus,DAP
12.88,25.52,8.96,33.5,72,7.8,14.1,Sandy,Black Gram,20-20-0
99.72,38.69,81.59,30.2,76.4,6.47,17.1,Sandy Loam,Citrus,15-15-15
47.61,24.33,25.33,26.9,59.6,6.12,13.1,Loamy Sand,Sunflower,20-20-0
64.59,36.17,55.68,32.5,63.3,5.65,43.9,Clay,Okra,17-17-17
15.79,36.93,24.44,34.4,69.1,6.08,27.6,Silt Loam,Pigeonpea,19-19-19
13.49,35.87,16.8,18.9,67.8,6.62,21,Sandy Loam,Lentil,19-19-19
77.54,45.27,47.07,17.4,67.7,6.51,22.3,Loam,Onion,15-15-15
86.13,53.49,93.53,28.1,69.5,6.97,40,Clay,Mango,15-15-15
62.07,38.86,34.04,27.9,75.8,7.2,12.8,Loamy Sand,Maize,Urea
74.56,32.19,29.9,19.8,64.8,6.22,21.1,Loam,Wheat,Muriate of Potash
15.48,28.63,13.38,21.9,65.6,7.96,11.8,Sandy,Lentil,20-20-0
80.27,42.3,25.66,30.8,85.8,6.3,34.1,Clay Loam,Jute,Muriate of Potash
10.34,27.28,15.54,26.4,67.5,7.71,12.6,Sandy,Chickpea,20-20-0
12.21,30.3,14.76,31.2,63.4,6.42,14.3,Loamy Sand,Pigeonpea,20-20-0
154.02,91.62,120.43,18,70.5,6.1,47.5,Clay,Potato,15-15-15
67.35,34.38,49.95,23.5,66.1,6.65,32.9,Silt Loam,Chilli,14-35-14
17.09,41.84,14.11,27.8,66.9,6.77,25.7,Silt Loam,Chickpea,19-19-19
58.2,30.53,96.43,24.5,66.3,6.68,26.5,Silt Loam,Grapes,15-15-15
81.25,29.89,24.28,25.6,67.1,6.89,23.4,Loam,Sorghum,Muriate of Potash
185.35,61.65,59.16,26.9,63.4,6.37,48.4,Clay,Maize,15-15-15
65.33,32.11,23.8,24.4,85.6,6.89,20.3,Sandy Loam,Rice,Muriate of Potash
32.38,30.51,23.84,25.6,63.3,6.23,30.1,Clay Loam,Sesame,Muriate of Potash
47.02,15.5,25.61,15.1,51.8,7.14,16.2,Loamy Sand,Barley,DAP
33.97,12.83,26.34,28.7,74.3,7.44,12.6,Sandy,Okra,DAP
118.66,62.78,123.28,16.2,81.7,6.64,32.5,Clay Loam,Potato,15-15-15
32.72,25.54,87.23,23.8,78.2,6.87,20.6,Loam,Tobacco,28-28-0
124.63,35.89,115.95,29.1,71.6,6.74,33.4,Silt Loam,Tomato,15-15-15
76.31,29.51,46.91,31.1,80.2,6.53,29,Silt Loam,Rice,15-15-15
93.57,59.11,109.51,15.5,84.4,6.95,39.3,Clay Loam,Cabbage,15-15-15
11.16,33.71,10.69,20.7,68,7.45,9.5,Sandy,Chickpea,20-20-0
113.41,60.58,37.74,15.8,63,6.3,26.4,Silt Loam,Wheat,15-15-15
98.91,50.5,47.77,19.8,68,6.84,31.5,Silt Loam,Wheat,15-15-15
14.63,33.57,11.1,21.7,55.6,6.52,11.4,Sandy,Lentil,20-20-0
56.7,27.68,68.33,29.1,79.3,6.72,16.4,Loamy Sand,Mango,15-15-15
47.03,17,26.29,34.3,62.9,6.31,15.2,Loamy Sand,Okra,DAP
49.17,35.32,37.41,27.2,68,6.04,24.5,Sandy Loam,Brinjal,17-17-17
77.59,34.25,39.92,33.9,62.7,6.02,34.9,Clay Loam,Cotton,14-35-14
103.3,50.75,57.24,33.1,83.7,6.44,20.3,Sandy Loam,Sugarcane,15-15-15
21.97,29.52,14.64,33.7,64.4,6.58,31.2,Silt Loam,Green Gram,20-20-0
97.18,42.68,48.79,19.4,71.2,7.2,17.1,Loamy Sand,Cauliflower,15-15-15
67.05,36.68,74.77,24.7,61.9,6.94,29.7,Silt Loam,Chilli,15-15-15
69.21,30.54,22.36,30.9,69.3,6.08,12.3,Loamy Sand,Sorghum,Muriate of Potash
133.63,63.35,105.89,18.2,82.9,5.83,44.6,Clay,Cauliflower,15-15-15
74.07,37.81,29.87,28.9,76.5,6.15,24.3,Loam,Cotton,Muriate of Potash
18.04,51.08,43.06,27,64.4,6.76,27.5,Loam,Groundnut,Urea
21.44,45.08,28.74,29.2,78.5,6.99,46.7,Clay,Pigeonpea,Urea
18.7,29.61,20.88,28.6,67,6.69,29.6,Silt Loam,Green Gram,20-20-0
56.33,23.72,58.61,29.5,72,6.81,10.7,Sandy,Tomato,Single Super Phosphate
17.03,37.5,18.86,30.7,68.2,5.62,36.3,Clay Loam,Pigeonpea,19-19-19
76.6,36.15,47.82,25.7,72.8,6.15,41.2,Clay,Okra,15-15-15
76.59,25.52,27.9,27.4,73.6,6.58,27.6,Loam,Cotton,Muriate of Potash
67.87,25.93,38.1,30.3,63.6,6.69,13.6,Loamy Sand,Brinjal,15-15-15
66.13,23.17,62.45,25.5,78.9,6.55,17.3,Loamy Sand,Mango,Single Super Phosphate
159.89,44.57,211.1,32.7,71.5,6.92,26.2,Loam,Banana,15-15-15
34.89,17.72,21.6,18.7,58.7,7.86,13.3,Sandy,Barley,20-20-0
63.38,29.96,35.65,26.4,80.1,6.85,25.2,Silt Loam,Rice,15-15-15
18.93,50.74,16.89,26.2,62.8,6.52,28.9,Silt Loam,Green Gram,19-19-19
21.45,41.95,22.37,24.2,58.1,6.75,40.6,Clay,Lentil,19-19-19
116.49,33.02,67.13,24.3,63.8,6.38,29,Silt Loam,Mango,15-15-15
71.12,37.55,43.94,26.1,56.7,6.73,25.6,Loam,Chilli,15-15-15
38.86,21.79,26.6,25.6,62.2,7.8,13.7,Sandy,Chilli,20-20-0
43.8,22.22,35.88,31.7,60.9,6.21,15.9,Loamy Sand,Cotton,Single Super Phosphate
14.19,25.05,12.81,29.6,65.1,7.38,13,Sandy,Green Gram,20-20-0
180.57,47.35,82.17,25.2,79.1,6.02,31.7,Silt Loam,Sugarcane,15-15-15
98.34,34.48,111.89,23.5,67.7,6.18,25.5,Loam,Tomato,14-35-14
89.35,26.58,33.37,14.7,59.6,6.75,46.1,Clay,Barley,15-15-15
65.07,38.24,57.16,21,63.6,6.19,14.8,Loamy Sand,Tomato,17-17-17
13.9,42.88,18.37,31.3,63.4,6.15,21.6,Loam,Green Gram,19-19-19
34.12,30.59,34.42,21.4,52.5,6.46,13.3,Loamy Sand,Sunflower,20-20-0
17.71,26.51,17.6,33.6,73,6.12,20.7,Sandy Loam,Black Gram,20-20-0
18.12,44.56,25.15,27.4,52.7,6.48,28.2,Silt Loam,Chickpea,Urea
108.09,31.21,31.89,25.2,69.6,6.32,17.3,Loamy Sand,Maize,15-15-15
117.96,41.86,80.65,18.3,77.6,6.7,24.6,Loam,Cabbage,15-15-15
45.32,23.73,30.99,27.1,57.3,6.14,18.6,Loamy Sand,Chilli,Single Super Phosphate
77.71,29.7,27.69,29.6,67.7,6.19,30.7,Silt Loam,Sorghum,Muriate of Potash
21.65,48.2,45.19,33.2,71.8,6.87,30.1,Silt Loam,Groundnut,Urea
71.19,28.02,74.41,27.2,65.6,7.23,12.2,Loamy Sand,Grapes,15-15-15
65.54,31.37,31.59,22.4,78.8,7.23,19.5,Loamy Sand,Rice,17-17-17
44,24.83,24.18,18.2,50.4,7.09,18.2,Loamy Sand,Barley,20-20-0
104.35,23.01,155.55,31.6,78.7,7.9,14.4,Sandy,Banana,Single Super Phosphate
12.46,27.44,10.77,19.8,60.2,7.37,9.7,Sandy,Lentil,20-20-0
93.09,24.38,115.37,20.9,83.2,6.98,12.5,Sandy,Banana,Single Super Phosphate
18.91,36.56,14.56,27.8,70.5,6.79,24.3,Loam,Green Gram,19-19-19
66.24,48.3,41.98,23.3,83.5,5.81,35.1,Clay Loam,Rice,17-17-17
20.14,40.17,30.46,29.6,66.4,6.64,18.2,Sandy Loam,Soybean,Urea
60.29,30.62,23.8,21.3,62.2,6.62,16.9,Loamy Sand,Mustard,Muriate of Potash
46.34,28.96,97.47,23.5,72.7,6.21,27.5,Silt Loam,Tobacco,20-20-0
62.5,35.18,32.44,29.1,52.7,6.72,26.9,Loam,Sunflower,DAP
27.75,50.02,19.38,28.5,67.8,5.55,39.1,Clay Loam,Green Gram,19-19-19
100.79,51.21,43.42,20.5,64.5,6.3,27.5,Loam,Wheat,15-15-15
111.75,28.73,42.69,27.5,80.5,7.62,9.5,Sandy,Sugarcane,15-15-15
61.77,34.66,28.66,19.3,63.3,6.64,19.6,Loamy Sand,Wheat,Muriate of Potash
77.5,38.41,31.28,29.1,67.3,6.17,24.8,Loam,Cotton,15-15-15
12.91,31.04,15.25,26.3,62.6,6.65,22.1,Sandy Loam,Pigeonpea,20-20-0
54.16,24.28,23.03,20.3,62.5,6.4,28,Loam,Mustard,12-32-16
70.71,27.5,38.55,18.1,78.7,7.93,8.4,Sandy,Maize,Urea
58.95,34.79,17.94,24.6,62.2,7.85,12.7,Sandy,Wheat,Muriate of Potash
106.06,44.37,86.55,19.4,71.7,7,38.8,Clay Loam,Cabbage,15-15-15
81.78,52.63,32.5,28.5,51.7,6.93,44.3,Clay,Sorghum,15-15-15
46.73,34.79,27.17,28.9,60.2,6.73,22.3,Loam,Sunflower,Muriate of Potash
64.68,28.18,37.51,22.4,68.7,6.41,31.5,Silt Loam,Sunflower,DAP
64.02,37.67,76.87,26.9,71,6.4,30,Clay Loam,Tobacco,15-15-15
113.26,31.47,69.32,25.1,62.8,6.21,25.5,Loam,Mango,15-15-15
21.5,53.64,24.92,23.6,68.2,6.07,42.4,Clay,Chickpea,19-19-19
56.12,33.23,26.99,21.2,68.8,6.8,15.2,Sandy Loam,Sunflower,Muriate of Potash
84.35,35.4,24.76,32.8,54,6.73,25.2,Silt Loam,Sorghum,Muriate of Potash
59.96,29.45,48.21,15.8,77.2,6.43,19.9,Loamy Sand,Cauliflower,15-15-15
18.72,29.97,17.01,26.2,75.3,6.33,27.5,Loam,Pigeonpea,20-20-0
103.46,32.11,42.05,27.9,74.3,6.65,25.9,Silt Loam,Brinjal,15-15-15
79.72,19.71,22.4,33.1,67.9,6.71,24.9,Sandy Loam,Sorghum,12-32-16
58.11,44.13,61.22,22.7,68.5,5.77,49.5,Clay,Sunflower,DAP
89.02,43.99,66.11,15,72.4,6.59,28.9,Silt Loam,Cauliflower,15-15-15
99.24,42.46,87.86,28.9,69,6.31,25,Loam,Mango,15-15-15
43.62,29.58,44.07,30,63,6.44,12.8,Loamy Sand,Brinjal,20-20-0
137.79,76.71,65.51,27.4,66.5,5.72,38.9,Clay,Maize,15-15-15
58.79,25.34,51.01,24.9,65.1,7.06,17.3,Loamy Sand,Onion,15-15-15
75.05,19.67,54.82,26.1,67.3,7.18,14.1,Sandy,Mango,DAP
11.72,30.12,11.73,31.9,75.2,6.85,22.4,Sandy Loam,Green Gram,20-20-0
68.94,37.85,32.63,30,79.9,6.68,33.8,Silt Loam,Okra,17-17-17
22.01,40.27,14.44,25.3,65.2,6.92,26.7,Loam,Pigeonpea,19-19-19
13.55,44.17,27.38,27,63,7.49,14.7,Loamy Sand,Groundnut,Urea
9.87,30.5,34.54,30.3,72.6,7.38,16.1,Loamy Sand,Groundnut,Urea
85.85,54.02,31.39,22.2,63.2,5.79,40.8,Clay,Mustard,15-15-15
50.44,27.22,21.75,20.5,50.8,6.71,11.6,Sandy,Mustard,Muriate of Potash
24.52,54.25,41.03,25.5,73.7,6.69,32.9,Silt Loam,Soybean,Urea
69.31,41.54,34.5,26.9,55.5,5.96,36.3,Clay Loam,Sorghum,17-17-17
82.06,26.49,29.79,25.9,70.9,7.49,10.3,Sandy,Maize,Muriate of Potash
35.11,16.08,15.8,25.4,83.7,6.89,14.7,Sandy,Jute,20-20-0
30.53,20.54,58.66,21.6,79.7,7.86,14.7,Sandy,Tobacco,28-28-0
15.87,36.15,21.74,31.1,76.2,7.13,14,Loamy Sand,Groundnut,19-19-19
92.21,44.37,32.08,33.2,73.2,5.8,37.7,Clay,Jute,15-15-15
90.25,37.69,29.35,18.5,58.6,6.4,22.6,Loam,Mustard,Muriate of Potash
99.65,30.13,72.19,15.1,76.6,6.85,12.3,Loamy Sand,Cauliflower,15-15-15
141.05,74.72,111.22,29.4,76.3,6.31,33.5,Clay Loam,Sugarcane,15-15-15
98.35,40.23,56.31,29.9,50.3,6.9,38.3,Clay,Chilli,15-15-15
15.86,54.71,36.94,26.4,65.4,6.32,28.9,Loam,Groundnut,Urea
19.16,29.25,16.76,30,65.7,6.12,21.8,Sandy Loam,Chickpea,20-20-0
100.85,37.36,72.08,29.4,63.9,6.38,33,Silt Loam,Tomato,15-15-15
140.93,33.25,98.93,24.5,60,5.68,36.2,Clay Loam,Mango,15-15-15
13.48,25.47,15.13,20.9,52.8,6.77,14.7,Loamy Sand,Chickpea,20-20-0
129.73,25.47,197.74,28.4,70.3,6.63,19.6,Sandy Loam,Banana,15-15-15
74,38.39,41.26,21.3,58.2,6.39,39.3,Clay,Sunflower,DAP
30.88,17.06,75.13,21.9,67.1,6.39,24.2,Sandy Loam,Tobacco,DAP
57.95,28.36,49.18,23.2,59.7,6.84,28.1,Silt Loam,Chilli,14-35-14
148.1,46.56,112.03,22.1,70.8,5.69,34.9,Clay Loam,Sugarcane,15-15-15
36.5,23.15,17.12,29.7,82.8,7.55,11.3,Sandy,Rice,20-20-0
49.2,27.41,27.11,30.3,79.9,6.97,23.2,Sandy Loam,Jute,Muriate of Potash
46.27,38.82,88.97,18.4,73.3,7.84,12.8,Sandy,Potato,15-15-15
39.68,23.19,21.94,18.2,61.3,7.2,14.6,Loamy Sand,Barley,20-20-0
116.52,33.62,56.38,23.7,70.6,7.9,8.2,Sandy,Sugarcane,15-15-15
98.98,37.64,86.2,25.2,61.4,6.37,30.2,Silt Loam,Mango,15-15-15
95.48,37.05,40.68,31.5,66.8,6.8,13.2,Sandy,Sugarcane,Urea
55.78,25.1,70.29,21.9,69.9,6.54,17,Loamy Sand,Grapes,15-15-15
86.62,41.58,62.49,27,72.1,6.05,33.9,Silt Loam,Brinjal,15-15-15
108.84,38.14,131.93,16.2,80.8,6.42,26.8,Loam,Potato,15-15-15
107.74,36.32,155.94,28.4,81.1,6.08,25.2,Loam,Banana,15-15-15
63.16,61.05,48.58,21.8,52.2,6.31,40.6,Clay,Sunflower,15-15-15
25.86,24.96,25.42,21.4,62,7.93,14.8,Sandy,Sunflower,20-20-0
71.05,24.77,19.05,19.4,62.4,7.78,9.6,Sandy,Wheat,12-32-16
78.37,34.82,52.52,17.3,74.8,6.48,25.3,Loam,Onion,15-15-15
80.68,27.3,52.57,25.7,60.1,6.57,18.9,Sandy Loam,Mango,15-15-15
12.79,29.33,16.43,21.4,55.4,6.44,15,Loamy Sand,Chickpea,20-20-0
93.19,30.46,101.8,31.7,80.1,6.67,13.7,Sandy,Banana,15-15-15
54.88,27.11,26.73,27.8,81.5,6.76,21.4,Sandy Loam,Jute,Muriate of Potash
183.6,57.07,69.68,29.5,80.2,5.71,31.7,Clay Loam,Sugarcane,15-15-15
68.4,24.46,28.67,19.5,68.1,6.44,23.6,Loam,Barley,12-32-16
12.52,45.88,35.27,21.3,71.2,7.35,12.8,Loamy Sand,Soybean,Urea
73.15,29.77,48.41,24.1,62.1,7.38,8.9,Sandy,Mango,15-15-15
46.53,28.76,30.14,26.1,54,6.83,32.2,Silt Loam,Sesame,20-20-0
93.16,38.39,31.89,28.1,61.4,6.64,23.4,Loam,Sorghum,15-15-15
36.27,28.02,17.26,30,87.2,6.09,20.2,Sandy Loam,Jute,Muriate of Potash
24.74,47.98,25.21,33.7,74.7,6.18,28,Silt Loam,Green Gram,Urea
113.76,52.62,60.2,15.6,77.2,6.16,26.9,Loam,Cauliflower,15-15-15
45.79,18.45,31.97,25,56.5,6.68,25.5,Silt Loam,Sesame,DAP
71.62,41.96,49.5,24.7,72.1,6.35,15.2,Sandy Loam,Maize,Urea
52.73,29.92,34.5,15.5,56,6.45,27.2,Loam,Barley,15-15-15
61.32,35.62,39.15,25.4,77.9,6.29,26.4,Silt Loam,Okra,17-17-17
12.72,24.63,12.42,21.6,51.8,6.53,17.4,Loamy Sand,Lentil,20-20-0
63.88,40.67,99.85,19.9,63.1,5.93,36.1,Clay Loam,Grapes,15-15-15
9.96,20.64,9.63,25.6,72.4,7.51,9.2,Sandy,Pigeonpea,20-20-0
61.88,23.83,31.82,27.3,50.9,6.78,24.8,Sandy Loam,Sunflower,Single Super Phosphate
21.48,33.38,14.16,29.9,61.4,6.52,20.2,Loam,Green Gram,20-20-0
11.91,26.33,9.81,20.5,53.6,7.6,9.4,Sandy,Lentil,20-20-0
104.13,35.01,163.88,26.4,80.1,6.42,23.2,Sandy Loam,Banana,15-15-15
98.34,49.05,47.89,24.4,61.4,6.57,18.6,Sandy Loam,Maize,Urea
23.94,59.78,24.29,26.8,52.2,5.79,36.3,Clay Loam,Chickpea,19-19-19
104.19,18.6,97.79,28.4,77.5,6.9,10.9,Sandy,Banana,DAP
27.25,25.11,29.24,22.6,50.7,7.56,14,Sandy,Sunflower,Urea
86.23,36.3,53.54,31,71.8,6.22,43.1,Clay,Cotton,15-15-15
33.34,30.53,23.56,26.1,56.6,5.88,30.3,Clay Loam,Sesame,Muriate of Potash
71.62,35.01,117.55,23.1,68.5,6.3,34.3,Silt Loam,Tomato,15-15-15
64.51,28.92,54.79,27.6,66.8,6.35,19.4,Loamy Sand,Tomato,14-35-14
61.57,29.15,57.6,27.8,77.8,7.93,14.5,Sandy,Mango,15-15-15
11.26,30.39,28.85,21.2,67.1,6.51,12.2,Sandy,Soybean,Urea
50.96,41.11,89.18,23.1,79.1,6.38,38.8,Clay,Tobacco,15-15-15
93.25,54.43,45.37,19.2,60.7,6.24,29.7,Silt Loam,Wheat,15-15-15
121.73,36.81,28.95,28.9,63.2,6.7,23.7,Sandy Loam,Maize,Muriate of Potash
67.1,25.18,49.42,22.7,69.8,7.02,15.9,Loamy Sand,Brinjal,15-15-15
120.38,54.74,91.93,19.5,67.9,5.9,49.8,Clay,Onion,15-15-15
151,38.66,205.02,33.8,75.5,6.88,34.2,Clay Loam,Banana,15-15-15
12.16,26.6,11.64,24.2,55.2,6.93,9.3,Sandy,Chickpea,20-20-0
94.57,35.88,43.4,24.9,57.5,6.19,31.6,Clay Loam,Mustard,DAP
63.62,23.25,22.66,25.8,86.4,6.94,19.7,Loamy Sand,Rice,12-32-16
64.35,45.47,59.29,19.8,69,6.79,26.6,Silt Loam,Onion,17-17-17
69.56,30.29,125.56,21.4,73.3,7.59,8.2,Sandy,Banana,15-15-15
